courseName,className,units,description,section,session,type,time,days,registered,instructor,location
POSC-590,POSC 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,52210D,1,Lecture,TBA,TBA,0 of 10,,VKC327
POSC-790,POSC 790: Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,52250D,1,Lecture,TBA,TBA,0 of 12,,VKC327
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52410R,1,Lecture,8:30-9:50am,Mon&#44 Wed,26 of 215,Ann Renken,THH201
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52407R,1,Lab,10:00-11:50am,Monday,4 of 25,,SGM226
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52412R,1,Lab,8:00-9:50am,Tuesday,3 of 25,,KAP164
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52413R,1,Lab,10:00-11:50am,Thursday,3 of 25,,KAP167
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52414R,1,Lab,12:00-1:50pm,Monday,1 of 25,,KAP159
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52415R,1,Lab,12:00-1:50pm,Wednesday,8 of 25,,KAP159
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52416R,1,Lab,8:00-9:50am,Friday,3 of 25,,GFS107
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52417R,1,Lab,2:00-3:50pm,Friday,0 of 25,,VHE214
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52418R,1,Lab,12:00-1:50pm,Tuesday,0 of 25,,THHB10
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52420R,1,Lab,10:00-11:50am,Tuesday,2 of 25,,WPH106
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52424R,1,Lab,6:00-7:50pm,Wednesday,2 of 25,,SGM226
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52400R,1,Lecture,2:00-3:20pm,Mon&#44 Wed,30 of 215,Ann Renken,SGM123
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52401R,1,Lab,2:00-3:50pm,Thursday,3 of 25,,THHB9
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52402R,1,Lab,12:00-1:50pm,Thursday,4 of 25,,THHB10
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52403R,1,Lab,10:00-11:50am,Friday,1 of 25,,GFS107
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52404R,1,Lab,2:00-3:50pm,Tuesday,2 of 25,,THHB9
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52405R,1,Lab,12:00-1:50pm,Friday,1 of 25,,VHE214
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52409R,1,Lab,10:00-11:50am,Wednesday,4 of 25,,GFS107
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52411R,1,Lab,8:00-9:50am,Thursday,0 of 25,,KAP164
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52422R,1,Lab,6:00-7:50pm,Monday,7 of 25,,SGM226
PSYC-100,PSYC 100Lg: Introduction to Psychology (4.0 units),(4.0 units),Factors that influence human behavior&#44 including learning&#44 thinking&#44 perception&#44 motivation&#44 and emotion; analysis of determinants of development&#44 adjustment&#44 and maladjustment.,52425R,1,Lab,8:00-9:50am,Wednesday,0 of 25,,GFS107
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52440R,1,Lecture,8:00-9:20am,Tue&#44 Thu,155 of 200,John Monterosso,SAL101
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52442R,1,Lab,8:00-9:50am,Wednesday,15 of 24,,GFS108
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52444R,1,Lab,8:00-9:50am,Monday,13 of 24,,GFS107
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52445R,1,Lab,6:00-7:50pm,Thursday,20 of 24,,SGM226
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52446R,1,Lab,12:00-1:50pm,Monday,24 of 24,,KAP167
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52447R,1,Lab,2:00-3:50pm,Friday,2 of 24,,KAP159
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52448R,1,Lab,10:00-11:50am,Thursday,24 of 24,,KAP165
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52701R,1,Lab,12:00-1:50pm,Wednesday,24 of 24,,KAP167
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52702R,1,Lab,10:00-11:50am,Monday,24 of 24,,GFS107
PSYC-165,PSYC 165Lg: Drugs&#44 Behavior&#44 and Society (4.0 units),(4.0 units),An integrative systems perspective of drugs; including their historical&#44 economic&#44 and cultural importance&#44 psychopharmacology&#44 addiction&#44 relationship to crime&#44 and therapeutic use in treating psychological disorders.,52703R,1,Lab,10:00-11:50am,Friday,7 of 24,,SGM226
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52450R,1,Lecture,11:00-12:20pm,Tue&#44 Thu,3 of 35,Sule Guney,SGM601
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52451R,1,Lab,12:00-1:50pm,Monday,3 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52452R,1,Lab,8:00-9:50am,Thursday,0 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52455R,1,Lecture,3:30-4:50pm,Mon&#44 Wed,7 of 35,William Breland,SGM601
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52457R,1,Lab,12:00-1:50pm,Tuesday,1 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52458R,1,Lab,12:00-1:50pm,Wednesday,6 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52470D,1,Lecture,9:30-10:50am,Tue&#44 Thu,0 of 35,David Walsh,SGM601
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52471R,1,Lab,8:00-9:50am,Wednesday,0 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52472R,1,Lab,12:00-1:50pm,Thursday,0 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52478R,1,Lecture,8:30-9:50am,Mon&#44 Wed,9 of 35,Rand Wilcox,SGM601
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52479R,1,Lab,8:00-9:50am,Friday,2 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52486R,1,Lab,10:00-11:50am,Monday,7 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52475R,1,Lecture,12:30-1:50pm,Tue&#44 Thu,24 of 35,David Walsh,SGM601
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52476R,1,Lab,8:00-9:50am,Monday,7 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52477R,1,Lab,10:00-11:50am,Tuesday,17 of 20,,SGM631
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52487D,1,Lecture,4:00-5:20pm,Mon&#44 Wed,0 of 35,Canan Ipek,GFS207
PSYC-274,PSYC 274Lg: Statistics (4.0 units),(4.0 units),Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.,52488R,1,Lab,12:00-1:50pm,Friday,0 of 20,,SGM631
PSYC-305,PSYC 305: Learning and Memory (4.0 units),(4.0 units),Principles involved in classical and operant conditioning. Concentration on basic causes of behavior; consideration of the relevance of simple behavioral laws to complicated human behavior.,52500R,1,Lecture,8:00-9:50am,Tue&#44 Thu,6 of 60,Dave Lavond,VPD105
PSYC-314,PSYC 314L: Experimental Research Methods (4.0 units),(4.0 units),Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises&#44 data analysis and preparation of APA style empirical report.,52515R,1,Lecture,12:30-1:50pm,Tue&#44 Thu,4 of 50,Helder Araujo,VPD105
PSYC-314,PSYC 314L: Experimental Research Methods (4.0 units),(4.0 units),Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises&#44 data analysis and preparation of APA style empirical report.,52516R,1,Lab,10:00-11:50am,Friday,4 of 25,,SGM631
PSYC-314,PSYC 314L: Experimental Research Methods (4.0 units),(4.0 units),Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises&#44 data analysis and preparation of APA style empirical report.,52517R,1,Lab,2:00-3:50pm,Friday,0 of 25,,KOH208
PSYC-314,PSYC 314L: Experimental Research Methods (4.0 units),(4.0 units),Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises&#44 data analysis and preparation of APA style empirical report.,52520R,1,Lecture,8:30-9:50am,Mon&#44 Wed,4 of 50,Helder Araujo,VPD116
PSYC-314,PSYC 314L: Experimental Research Methods (4.0 units),(4.0 units),Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises&#44 data analysis and preparation of APA style empirical report.,52482R,1,Lab,10:00-11:50am,Friday,2 of 25,,KOH208
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52573R,1,Lecture,2:00-3:20pm,Tue&#44 Thu,26 of 40,Sule Guney,SGM601
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52574R,1,Lab,12:00-1:50pm,Monday,11 of 20,,KOH208
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52575R,1,Lab,10:00-11:50am,Wednesday,15 of 20,,KOH208
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52570R,1,Lecture,2:00-3:20pm,Mon&#44 Wed,14 of 40,Canan Ipek,KAP140
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52571R,1,Lab,2:00-3:50pm,Tuesday,4 of 20,,KOH208
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52572R,1,Lab,12:00-1:50pm,Thursday,10 of 20,,KOH208
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52536R,1,Lecture,8:30-9:50am,Mon&#44 Wed,5 of 40,Canan Ipek,KAP156
PSYC-316,PSYC 316L: Non-Experimental Research Methods (4.0 units),(4.0 units),Non-experimental research methods in psychology. Observational&#44 survey and data analysis exercises,52537R,1,Lab,12:00-1:50pm,Wednesday,5 of 20,,WPHB36
PSYC-355,PSYC 355: Social Psychology (4.0 units),(4.0 units),Theoretical and experimental analysis of human behavior. Social processes involved in attitudes&#44 conformity&#44 compliance&#44 interpersonal perception&#44 liking&#44 affiliation&#44 aggression&#44 altruism&#44 and group dynamics.,52561R,1,Lecture,2:00-3:50pm,Mon&#44 Wed,10 of 144,Miranda Barone,GFS106
PSYC-499,PSYC 499: Special Topics (2.0-4.0 units&#44 max 8),(2.0-4.0 units&#44 max 8),Selected topics in the various specialty areas within psychology. Topic will vary from semester to semester.,52656R,1,Lecture,8:00-9:50am,Mon&#44 Wed,5 of 25,Laura Baker,SGM226
PSYC-505,PSYC 505: Research Methods in Applied Social Psychology (4.0 units),(4.0 units),Various research techniques that are useful in a variety of different real world settings&#44 such as business&#44 governmental agencies and charities. Open only to M.S.&#44 Applied Psychology students.,52680D,393,Lecture,TBA,TBA,0 of 25,Meredith Lepley,OFFICE
PSYC-517,PSYC 517: Group Dynamics and Leadership (4.0 units),(4.0 units),Theory and research on effective teams and characteristics of strong leaders. Negotiation&#44 morale-building&#44 managing expectancies&#44 utilization of cultural diversity as a strength. Open only to M.S.&#44 Applied Psychology students.,52683D,1,Lecture,4:00-7:50pm,Thursday,3 of 25,Samantha Broitman,GFS213
PSYC-550A,PSYC 550a: Proseminar in Human Behavior (4.0 units),(4.0 units),The nature of the human mind&#44 social interactions&#44 conflicts&#44 cooperative behavior&#44 mutual influence and effectiveness. Application of psychological principles to the dynamics of commercial entities. Open only to M.S.&#44 Applied Psychology students.,52765D,393,Lecture,TBA,TBA,0 of 25,Catherine Neubauer,OFFICE
PSYC-550B,PSYC 550b: Proseminar in Human Behavior (4.0 units),(4.0 units),The nature of the human mind&#44 social interactions&#44 conflicts&#44 cooperative behavior&#44 mutual influence and effectiveness. Application of psychological principles to the dynamics of commercial entities. Open only to M.S.&#44 Applied Psychology students.,52760D,1,Lecture,4:30-8:20pm,Monday,9 of 25,,GFS104
PSYC-550B,PSYC 550b: Proseminar in Human Behavior (4.0 units),(4.0 units),The nature of the human mind&#44 social interactions&#44 conflicts&#44 cooperative behavior&#44 mutual influence and effectiveness. Application of psychological principles to the dynamics of commercial entities. Open only to M.S.&#44 Applied Psychology students.,52761D,393,Lecture,TBA,TBA,1 of 25,Meredith Lepley,OFFICE
PSYC-552,PSYC 552: Principles of Consumer Psychology (4.0 units),(4.0 units),Examination of the attitudes and decisions of consumers&#44 and how to effectively reach consumers by using persuasion and proper positioning in the marketplace. Open only to M.S.&#44 Applied Psychology students.,52776R,393,Lecture,TBA,TBA,0 of 25,Steven Westberg,OFFICE
PSYC-556,PSYC 556: Psychology of Interactive Media (4.0 units),(4.0 units),Examination of the diverse methods of communicating with a target audience with a special emphasis on the newest computer-based tools for providing information and influence.,52686D,393,Lecture,TBA,TBA,0 of 25,Francesca Puggelli,OFFICE
PSYC-565,PSYC 565x: Organizational Psychology (4.0 units),(4.0 units),Examination of the psychological factors that impact employee motivation&#44 job satisfaction&#44 teamwork&#44 leadership&#44 and organizational development. Open only to Master of Applied Psychology students. Not available for major credit for GSBA majors,52691D,393,Lecture,TBA,TBA,0 of 25,Samantha Broitman,OFFICE
PSYC-578,PSYC 578: Workshop in Quantitative Methods (4.0 units&#44 max 8),(4.0 units&#44 max 8),Practical&#44 hands-on experience in the application of selected quantitative methods to empirical data. Includes training in the use of relevant computer software.,52690D,393,Lecture,TBA,TBA,0 of 25,Luke Thelen,OFFICE
PSYC-590,PSYC 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,52734D,1,Lecture,TBA,TBA,0 of 10,,TBA
PSYC-590,PSYC 590: Directed Research (1.0-12.0 units),(1.0-12.0 units),Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,52735D,1,Lecture,TBA,TBA,0 of 20,,TBA
PSYC-591,PSYC 591: Applied Psychology Internship (2.0-8.0 units&#44 max 8),(2.0-8.0 units&#44 max 8),Internship in a non-university setting&#44 such as business&#44 governmental agency&#44 or NGO. Graded CR/NC. Open only to M.S.&#44 Applied Psychology students.,52762D,1,Lecture,12:00-3:50pm,Monday,9 of 35,Ellen Leggett,
PSYC-591,PSYC 591: Applied Psychology Internship (2.0-8.0 units&#44 max 8),(2.0-8.0 units&#44 max 8),Internship in a non-university setting&#44 such as business&#44 governmental agency&#44 or NGO. Graded CR/NC. Open only to M.S.&#44 Applied Psychology students.,52771D,1,Lecture,TBA,TBA,0 of 35,,OFFICE
PSYC-592,PSYC 592: Applied Psychology Treatise (2.0 units),(2.0 units),Requires a research paper of substantial length and high quality that integrates the Internship experience with concepts and principles of human behavior. Credit/No Credit. Open only to M.S.&#44 Applied Psychology students.,52674D,1,Lecture,TBA,TBA,7 of 35,,OFFICE
PSYC-695,PSYC 695: Advanced Practicum in Clinical Psychology (1.0-4.0 units&#44 max 12),(1.0-4.0 units&#44 max 12),Didactic practicum combining theory and research on psychological intervention with clinical practice in assessment and treatment&#44 focused on particular client groups or disorders. Graded CR/NC.,52785D,1,Lecture,1:00-4:50pm,Thursday,1 of 10,Robert Chernoff,SGM1030D
PSYC-695,PSYC 695: Advanced Practicum in Clinical Psychology (1.0-4.0 units&#44 max 12),(1.0-4.0 units&#44 max 12),Didactic practicum combining theory and research on psychological intervention with clinical practice in assessment and treatment&#44 focused on particular client groups or disorders. Graded CR/NC.,52786D,1,Lecture,1:00-4:50pm,Thursday,2 of 10,Shannon Couture,SGM1030D
REL-114,REL 114g: The Mediterranean: A Religious History (4.0 units),(4.0 units),Explores multiple religious traditions of the Mediterranean as networks that emerge within and among the landscapes&#44 cultures&#44 and politics of this highly interconnected geographic space.,60027R,1,Lecture,2:00-3:20pm,Tue&#44 Thu,99 of 100,Cavan Concannon&#44Mostafa Hussein,MHP101
REL-114,REL 114g: The Mediterranean: A Religious History (4.0 units),(4.0 units),Explores multiple religious traditions of the Mediterranean as networks that emerge within and among the landscapes&#44 cultures&#44 and politics of this highly interconnected geographic space.,60028R,1,Discussion,10:00-10:50am,Tuesday,25 of 25,,VHE214
REL-114,REL 114g: The Mediterranean: A Religious History (4.0 units),(4.0 units),Explores multiple religious traditions of the Mediterranean as networks that emerge within and among the landscapes&#44 cultures&#44 and politics of this highly interconnected geographic space.,60029R,1,Discussion,10:00-10:50am,Thursday,25 of 25,,WPH106
REL-114,REL 114g: The Mediterranean: A Religious History (4.0 units),(4.0 units),Explores multiple religious traditions of the Mediterranean as networks that emerge within and among the landscapes&#44 cultures&#44 and politics of this highly interconnected geographic space.,60030R,1,Discussion,4:00-4:50pm,Tuesday,24 of 25,,THH217
REL-134,REL 134g: Introduction to Buddhism (4.0 units),(4.0 units),Focus primarily on works of Buddhist literature written in a variety of genres. Introduction of basic teachings that link Buddhist traditions across time and space.,60020R,1,Lecture,3:30-4:50pm,Tue&#44 Thu,20 of 100,Paul Groner,THH201
REL-134,REL 134g: Introduction to Buddhism (4.0 units),(4.0 units),Focus primarily on works of Buddhist literature written in a variety of genres. Introduction of basic teachings that link Buddhist traditions across time and space.,60021R,1,Discussion,9:00-9:50am,Monday,2 of 25,,VKC209
REL-134,REL 134g: Introduction to Buddhism (4.0 units),(4.0 units),Focus primarily on works of Buddhist literature written in a variety of genres. Introduction of basic teachings that link Buddhist traditions across time and space.,60022R,1,Discussion,9:00-9:50am,Wednesday,6 of 25,,WPH206
REL-134,REL 134g: Introduction to Buddhism (4.0 units),(4.0 units),Focus primarily on works of Buddhist literature written in a variety of genres. Introduction of basic teachings that link Buddhist traditions across time and space.,60023R,1,Discussion,11:00-11:50am,Monday,5 of 25,,VKC258
REL-136,REL 136g: Sense and Sensuality in Indian Religions and Culture (4.0 units),(4.0 units),Exploration of the senses and the technologies of pleasure in India&#44 relating this material to some fascinating examples of Hindu&#44 Jain&#44 and Buddhist literature.,60013R,1,Lecture,2:00-3:20pm,Mon&#44 Wed,34 of 100,James McHugh,SOSB2
REL-136,REL 136g: Sense and Sensuality in Indian Religions and Culture (4.0 units),(4.0 units),Exploration of the senses and the technologies of pleasure in India&#44 relating this material to some fascinating examples of Hindu&#44 Jain&#44 and Buddhist literature.,60014R,1,Discussion,10:00-10:50am,Monday,10 of 25,,VKC258
REL-136,REL 136g: Sense and Sensuality in Indian Religions and Culture (4.0 units),(4.0 units),Exploration of the senses and the technologies of pleasure in India&#44 relating this material to some fascinating examples of Hindu&#44 Jain&#44 and Buddhist literature.,60015R,1,Discussion,10:00-10:50am,Wednesday,15 of 25,,VKC155
REL-136,REL 136g: Sense and Sensuality in Indian Religions and Culture (4.0 units),(4.0 units),Exploration of the senses and the technologies of pleasure in India&#44 relating this material to some fascinating examples of Hindu&#44 Jain&#44 and Buddhist literature.,60016R,1,Discussion,10:00-10:50am,Friday,1 of 25,,WPH103
REL-490,REL 490x: Directed Research (1.0-8.0 units&#44 max 12),(1.0-8.0 units&#44 max 12),Individual research and readings. Not available for graduate credit.,60150D,1,Lecture,TBA,TBA,0 of 15,Lisa Bitel,OFFICE
RNR-050,RNR 050: International Academy Holding Course (0.0 units),(0.0 units),Course created per request from the International Academy to create a zero unit&#44 zero charge course for the purpose of enabling services for the student population. Tuition is paid directly to the Academy.,00941R,808,Lecture,TBA,TBA,0 of 300,,OFFICE
RNR-050,RNR 050: International Academy Holding Course (0.0 units),(0.0 units),Course created per request from the International Academy to create a zero unit&#44 zero charge course for the purpose of enabling services for the student population. Tuition is paid directly to the Academy.,00942R,810,Lecture,TBA,TBA,0 of 300,,OFFICE
